date	tweets
20150706	"| I bow to the great Dr. Syama Prasad Mookerjee on his birth anniversary. http://t.co/SxJ9ZYSr7z| Leaving for Uzbekistan. You can follow the latest updates from my visit to Central Asia &amp; Russia here. http://t.co/wpcgMCCs8P| Salom O'zbekiston! Toshkentda  samimiy kutib olganlari uchun,Bosh Vazir Shavkat Miromonovich Mirziyoyevga minnatdorchilik bildiraman.| Hello Uzbekistan! I thank PM Shavkat Miromonovich Mirziyoyev for the warm welcome in Tashkent. Wonderful being here. http://t.co/ixrBA0KjZ0| My first meeting in Uzbekistan was with PM Shavkat Miromonovich Mirziyoyev. We had a fruitful interaction. http://t.co/ztvHjG7kDB| My discussions with President Karimov were very productive, aimed towards further deepening India-Uzbekistan ties. http://t.co/yYVoaZwiYy| President Karimov &amp; I agreed on the need to improve our economic ties. We also talked about cooperation in agriculture, IT &amp; energy.| Future is very bright for India-Uzbekistan ties…sharing my remarks at the joint press meet with President Karimov. http://t.co/ArwyD8pArw| Delighted to gift President Islam Karimov a specially commissioned reproduction of Khamsa-i-Khusrau, by Amir Khusrau.| The work is written in Persian &amp; is profusely decorated &amp; illuminated with colours including gold &amp; ultramarine. http://t.co/Er1NkJP1iu| Amir Khusrau, himself born in UP, has a link with Uzbekistan- it is the land from where his father hailed. http://t.co/TCuqSzrcfZ| _________ _________ ___________ 75 _____ ________ _________ ______, _____ ____ ____ __________ _____ _______ ____ ______| Wishing President Nursultan Nazarbayev of Kazakhstan on his 75th birthday. I pray for his long life &amp; good health."
20150707	"| Dear @NabamtukiCM, warm birthday wishes. Praying for your wonderful health. May you be blessed with a long life.| In a short while from now, will interact with Indologists, Hindi language students &amp; Indian community members in Tashkent. Looking forward.| Indian movies, language &amp; music are very popular in Uzbekistan. In 2012, Uzbek radio completed 50 years of Hindi broadcasting.| Paying tributes to the proud son of India, the inspiring Lal Bahadur Shastri ji. http://t.co/PmXazURqs7| Spoke on people to people connect &amp; cultural ties at interaction with Indologists, Hindi students &amp; Indian community http://t.co/EaxU3kzl88| O'zbekistonga unutilmas tashrif. Ushbu tashrif Hindiston va O'zbekiston munosabatlarini yanada mustahkamlashga xizmat qiladi.| A memorable visit to Uzbekistan. It will strengthen India-Uzbekistan ties. http://t.co/Rpqijc4rCW| Samimiy mehr-oqibat uchun O'zbekiston xalqiga minnatdorchilik bildiraman. My gratitude to the people of Uzbekistan for the affection.| ___________ _______ ________ _______ ____ - ___________ _________ ___ ___________ http://t.co/wOJrIkAfwS| I am happy to be in Kazakhstan, India's very valued friend in Central Asia. http://t.co/uvDWiZeD0h| _______-_______ _____ _______,  _____ _________ _____ ___________ _________ __________. http://t.co/oYcanOdwiO| Thank you PM Karim Massimov  for the memorable welcome. http://t.co/tLJFgLX17x| PM Massimov &amp; I are very optimistic about the future of India-Kazakhstan ties. Our meeting today was very fruitful. http://t.co/SRXgtarkXL| At Nazarbayev University, I talked about the need to work together to build the Silk Route of 21st century. http://t.co/S0sKeI3Wub| We will create an Asian Century when we see Asia as one, not South, West, East or Central.
https://t.co/HFrpC1SrKn| Concluded my speech with these few lines penned by Abduraheim Otkur.
https://t.co/nnfto9uu1q| At the Business Roundtable, talked about how strong economic ties between India &amp; Kazakhstan are a win-win for both. http://t.co/BAaxdNEDV8"
20150708	"| My gift to President Nazarbayev is a set of books relating to the religions born in India. http://t.co/Rc4wGb0avE| The set includes an English translation of Guru Granth Sahib, Bhadrabahu's Kalpasutra in Prakrit, Ashtasahasrika Prajnaparamita in Sanskrit.| A Persian translation of Valmiki's Ramayana in nastaliq script is also a part of the set. http://t.co/SEtORKAvLA| I must add- President Nazarbayev has held the Congress of Leaders of World and Traditional Religions every three years in Astana since 2003.| Here are some photos from the ceremonial welcome this morning. http://t.co/17RhlItkqu| Had a very fruitful meeting &amp; delegation level talks with President Nazarbayev. http://t.co/Mzm9vp3uGo| Sharing my remarks at the joint press meet with President Nazarbayev. http://t.co/IM3baWAbvk http://t.co/hLMm8UaUQ3| ______, _________. ___ ___ _______ _____ _________ _____-______________ ____ _____ _______ ______ _____  ___ ________ _____ ____ ________.| Thank you Kazakhstan. I leave this wonderful nation with a renewed faith that our ties are going to get even better in the years to come.| __ __________ ______ _____ _ ______ ______ _____. ______ _______ _ ______ _______! http://t.co/0ATlfB463a| It is very special to be in Russia, a Nation whose remarkable friendship with India has always been known. http://t.co/yOHHj5yPen| ______ _______ ________ ____________ _____ _ ___.
 _______, ___ _______ _ ______ ________ _____ _____________. @BRICS2015| I am hopeful of productive meetings &amp; interactions at the BRICS &amp; SCO Summits, forums we attach immense importance to. @BRICS2015| _______ _ ___________ _______ ____
____________. ________ ________-__________ _____ _ __________ _______. @BRICS2015 http://t.co/goGGE9mTsZ| RT @KremlinRussia_E: Vladimir Putin and Indian Prime Minister @narendramodi discussed trade and economic cooperation http://t.co/JZ7GaB3nyT…| RT @KremlinRussia: ________ _____ _______ _ _______-_________ _____ @narendramodi _______-_____________ ______________ http://t.co/yuUv9Vts…| Talked India-Russia ties &amp; global issues with President Putin. Our meeting was very fruitful. @BRICS2015 http://t.co/9L7BJulYjr| __________________________________@BRICS2015 http://t.co/DQ4ZZTwFyP| Great meeting President Xi Jinping again. Our talks were comprehensive &amp; a lot of topics came up for discussion. http://t.co/dTFw9QydNV"
20150709	"| The #BRICS family. Our discussions have been wide-ranging &amp; very comprehensive. @BRICS2015 #BRICS2015 http://t.co/MByQwGqu9r| Heard the insightful views of President Putin, President Xi Jinping, President Zuma &amp; President Dilma Rousseff at #BRICS Plenary Session.| In my speech I spoke on why strong cooperation between #BRICS Nations matters, for us &amp; the entire world @BRICS2015 http://t.co/u1XYbwma4Q| Proposed the setting up of a #BRICS Agriculture Research Centre. This will help our efforts to make agriculture more productive. @BRICS2015| RT @PMOIndia: Climate change is one of our foremost global challenges. Need to focus on renewable energy &amp; energy efficiency: PM @narendram…| RT @PMOIndia: I would like to see the first major project funded by the New Development Bank to be in the area of clean energy: PM @narendr…| RT @PMOIndia: Let us use our expertise to enable better access to water, efficient water use and potable water supply: PM @narendramodi at …| Here is the video of my speech at the #BRICS Plenary Session. @BRICS2015 http://t.co/vPG5CtNUBF| Was delighted to meet President @HassanRouhani &amp; talk to him about stronger India-Iran ties. http://t.co/7AjJdADjSn| Discussed the immense opportunities of economic cooperation among BRICS Nations with Indian CEOs during our meeting. http://t.co/p2aFzaLkp5| RT @MEAIndia: __ ___: Ten Steps for the Future - PM @narendramodi proposes new initiatives for the #BRICS family http://t.co/MyYid16RxN| At #BRICS Business Council, emphasised on merits of close economic relations &amp; business engagement with key developing regions of the world.| Given our strengths, we can create excellent synergies in many sectors, the results of which will be far-reaching. http://t.co/deQBJ9lxEp| President Zuma &amp; I had a wonderful meeting. Discussions were centred around strengthening India-South Africa ties. http://t.co/nb9bb8XUIa| Had a great meeting with President @dilmabr. We are very optimistic about the potential of strong India-Brazil ties. http://t.co/mJTf5C4CTT"
20150710	"| Warm birthday wishes to @BJPRajnathSingh ji. A valued colleague, grassroots leader &amp; a dear friend, I pray for his long life &amp; good health.| Here are some pictures from the various meetings &amp; programmes today in Ufa. http://t.co/zetDQvwlFw| At SCO Plenary Session, expressed gratitude to SCO members for accepting India as a full member &amp; assured India's full cooperation to SCO.| Be it culture, environment, energy, IT, health, banking, agriculture, scope of cooperation among SCO nations is great http://t.co/H23Hu1FRFK| I leave Russia, fully satisfied with the ground covered during the @BRICS2015 &amp; SCO Summits. The meetings &amp; talks have been productive.| A special thanks to President Putin for being an exceptional host during the stay in Russia. @KremlinRussia_E http://t.co/DiZ4q9umiF| Hello Turkmenistan. I bring the greetings &amp; goodwill of the people of India. Looking forward to a fruitful visit. http://t.co/Po8NlIrhTl| Salam türkmen halky. Men size 1250 mln hindi halkyny_ adyndan gyzgyn gutlaglarymy getirdim. http://t.co/W18LSEEfBM| Bu i_ saparymyzy_ geljekde  hem netijeler berjekdigine tü_s _üregimden ynan_aryn. http://t.co/5IEQLGL6tX"
20150711	"| Successful launch of PSLV-C28 with 5 UK satellites is a moment of immense pride &amp; joy for India. Congratulations to the @isro team.| Wishing our hardworking Rail Minister Shri @sureshpprabhu a very Happy Birthday. May he be blessed with good health &amp; lead a long life.| Sharing some glimpses from the ceremonial welcome earlier today. http://t.co/m1aDNg7GuB| Discussed various aspects of India-Turkmenistan cooperation with President Gurbanguly Berdimuhamedov. http://t.co/WpckDtOkK8| Presented President Gurbanguly Berdimuhamedov a specially handcrafted horse saddle. http://t.co/uUyvQ6nCly http://t.co/n95k0s9Xb1| Laying a wreath at the Mausoleum of the First President. http://t.co/B0TVtNSxVj| Pictures from my visit to the National Monument for Independence. http://t.co/FAY4D3B2Ju| Unveiling a bust of Mahatma Gandhi. #Turkmenistan https://t.co/Po3G6q4i69| Melodious singing by students learning in Hindi in Turkmenistan.
https://t.co/rdOjLYolGY| And there is one more...____ _____ ____ ____ ____
https://t.co/WMCO8ZaFfb| Sharing the Joint Statement between Turkmenistan and India. http://t.co/Ex6Sp1Y6a7| Was very happy to join the programme to inaugurate a Traditional Medicine &amp; Yoga Centre in Ashgabat. http://t.co/1uoB0ntxdG| Türkmenistana i_ saparymyz örän _atda galyjy boldy. Bu sapar iki _urdu_ arasynda ähli ugurlarda gatna_yklary _ola go_ar di_ip umyt ed_äris.| This visit to Turkmenistan has been memorable. We have achieved substantial progress in deepening cooperation between our nations.| ____________ ______. ___ ______ ________ ____, ______________ ___________ ______ ____ __ ________ _____ _________ http://t.co/wzs8QegtQP| Reached Kyrgyzstan. I am optimistic of a very good visit, one that will enhance ties between our Nations. http://t.co/SdyLuUrbsU"
20150712	"| Well played @mhingis &amp; @MirzaSania. You played wonderful tennis &amp; registered a fantastic win at @Wimbledon. We are proud &amp; very happy.| Glad to meet President Atambayev. His contribution to democracy &amp; development is admirable. http://t.co/BNGYxIHaZZ| Presented President Atambayev a hand-knotted carpet of very fine grade wool blended with silk. http://t.co/t7G7pB2prj| Had a very good discussion with the Speaker of the Kyrgyz Parliament, Mr. Asylbek Jeenbekov. http://t.co/Br1YABrCLL| With PM Sariyev. Our meeting was very positive &amp; we are both optimistic about the ties between our nations. http://t.co/DQcS3lAbng| Sharing my remarks at the joint press meet with President Atambayev. http://t.co/ZEcvD0fb78 http://t.co/JpYyL5QkbX| Mahatma Gandhi's message is eternal. Glad to have inaugurated busts of Gandhi ji in 2 Central Asian nations. http://t.co/9zryMIoFMh| Was happy to see the enthusiasm during inauguration of Gandhi ji's bust. Several people from Indian community, mostly young students joined.| Launched tele-medicine links with India, a 1st in Central Asia. Indicates how technology can be used to touch lives. http://t.co/3c9IpfrOUi| Handing over medical equipment…a small contribution from India to a valued friend &amp; important partner. http://t.co/JIrVycscPV| Very happy to initiate 2nd phase of Kyrgyz-India Mountain Bio-Medical Research Centre. http://t.co/okQ6IGSriR| ___ ___, __________! _____ _____ ______________ _________________ __________. ___ ___________ ______ ___________ ___________ _____ ________| Goodbye Kyrgyzstan. Thank you to the people of this wonderful nation for the extraordinary warmth. Our ties are all set to become stronger.| __ __________ _________. _________ ______ ______, _______ ___________ __ __________ ______ _____, ______ _____________ ______ ________.| Landed in Tajikistan. My gratitude to PM Qohir Rasulzoda for the wonderful welcome. http://t.co/EHASdGZJvp| I seek to take India's ties with Tajikistan to newer heights through this visit &amp; expand the scale of cooperation. http://t.co/PYsGvoleLv| More good news from @Wimbledon. Congrats again @mhingis. @Leander your accomplishments are truly inspiring &amp; they make us very proud."
20150713	"| It was very heartening to see Sumit Nagal win at @Wimbledon. Congrats &amp; best wishes to this young sportsman. @nagalsumit| President Rahmon's personal commitment &amp; leadership is a source of great strength for India-Tajikistan friendship. http://t.co/sF9QaO7cjb| Presented President Rahmon a specially commissioned miniature painting of the tomb of the 17th century Indian poet Abdul Qadir Bedil.| Abdul Qadir Bedil is regarded as a master of Persian poetry, particularly in Tajikistan. Born in Patna, he was greatly influenced by Sufism.| 16 books of poetry were written by Bedil. He died in Delhi, where his tomb Bagh-e-Bedil is located. http://t.co/lsEL9IUVLq| Spoke about economy, connectivity, defence cooperation &amp; combating terrorism &amp; extremism at the joint press meet with President Rahmon.| India &amp; Tajikistan have formed a deep bond based on our shared aspirations &amp; a desire to have peace in the region. http://t.co/7t5vFyLO89| Bust of Gurudev Tagore highlights the deep cultural &amp; spiritual links between India &amp; Tajikistan. http://t.co/qawms7MsYO| Have attended programmes on trade, finance, manufacturing overseas but in Tajikistan, I attended a Workshop on Agriculture Cooperation.| RT @MEAIndia: PM @narendramodi identifies 7 aspects of #IndiaTajikistan cooperation in Agriculture http://t.co/7Bv17rg27J| It is natural for India &amp; Tajikistan to cooperate extensively in agriculture. Together we can achieve a lot. http://t.co/MwxLf87j6Y| At the India-Tajikistan Field Hospital, a symbol of our enduring friendship. http://t.co/9ULIVSEpMK| ______ __ __________ ________ ___ ___. __ _____ _______ ______ ______ ______. __ _______ _____ ______________ ______ _____ ________.| Tajikistan visit has been special. It has laid foundations for an enduring partnership. Thanks to the Govt. &amp; people for their hospitality.| I complete my tour of Central Asia. My visits to these 5 nations convince me that India &amp; Central Asia must reconnect on a larger scale.| Strong ties between India &amp; Central Asia are important for the future that we seek for our countries &amp; our region."
20150714	"| My good wishes to all pilgrims on the start of the Kumbh Mela in Nashik. Have a wonderful pilgrimage, filled with joy &amp; spirituality.| Deeply pained at the loss of lives due to stampede at Rajahmundry. My condolences to the families of the deceased &amp; prayers with the injured| I spoke to CM @ncbn &amp; discussed the situation with him. The State Government is working to restore normalcy.| Met the Governor of Aichi Prefecture, Mr. Hideaki Ohmura. http://t.co/IJOOPNOmcg http://t.co/wgd6VWcXhD| Will meet CMs of Northeastern states tomorrow. Key development projects about the Northeast will be discussed at the meeting.| Tomorrow, will also chair the 2nd meeting of the Governing Council of @NITIAayog.| @Amaradma  Haha. That is kind of you. As I keep saying, people's affection is the best source of energy, inspiring me to keep working .| @PankaSingh  Happy birthday. My best wishes."
20150715	"| A landmark feat in space exploration as NASA's aptly named spaceship sends back data &amp; photos of Pluto from almost 5 billion kilometres away| Congratulations to @NASA team. Their efforts will provide rich insights to enhance our understanding of our solar system.| Discussed India-Myanmar ties with Foreign Minister U Wunna Maung Lwin. http://t.co/2IkXG8dbTW http://t.co/DLMSamT2Ly| At the 2nd meeting of the Governing Council of @NITIAayog we had very fruitful discussions on several issues. http://t.co/S0LowWdMyJ| I emphasised on the Centre &amp; States working together to end poverty. Also appreciated efforts of CMs in the sub-groups of @NITIAayog.| When it comes to the progress &amp; prosperity of farmers we all have to be one, there is no room for politics. http://t.co/B7cilHWtJB| National Skill Development Mission, Pradhan Mantri Kaushal Vikas Yojana &amp; Skill Loan Scheme are determined efforts to create a Skilled India| Through our skill development initiatives, we are strengthening our surplus manpower with skills &amp; abilities to tackle global challenges.| We want to nurture a spirit of enterprise among our youth &amp; empower them to lead a life of dignity &amp; self-confidence. http://t.co/A59Fqg2bwj| During the meeting with CMs of Northeastern states, discussed aspects relating to the development of the entire region.| The last year has seen a significant increase in infrastructure investments by the Centre in the Northeast.| Under SARDPNE Rs 35000 Crore will be invested to develop Trans-Arunachal Highway &amp; to connect all district headquarters by a 2 lane highway.| A new rail network is being created in addition to enhancing the existing network at a cost of Rs. 57000 Crore. http://t.co/Nquh2V64Rs"
20150716	| Met Nagaland CM Mr T.R. Zeliang &amp; an 18 member delegation of MLAs across the state's political spectrum. http://t.co/CbhJZbh9zE| The delegation expressed their firm commitment to Naga Peace Process. I talked about Centre's efforts towards development of Northeast.
20150717	| From the programme to mark the birth centenary of Shri Girdhari Lal Dogra. http://t.co/1zZq4JTbwk| Spoke about the need to end political untouchability &amp; why we shouldn't divide our heritage on partisan lines. http://t.co/9xtRcJlCf6
20150718	"| On  Ashadhi Bij, the Kutchi New Year, my greetings to the Kutchi community. May the coming year be one filled with prosperity &amp; well-being.| __________ ________ http://t.co/Oymubq2hi4| My greetings on this pious occasion of Eid. __ __ ____ ____ __ ____. http://t.co/qof42gjXoD| Wishing everyone on the auspicious occasion of the Rath Yatra. Jai Jagannath. http://t.co/YWJGGyDGMV| Rath Yatra brings back many memories from Gujarat. Here are photos from the Rath Yatra of 2013 in Ahmedabad. http://t.co/Cw8Du9mbiR| Remembering the apostle of peace, a shining beacon of democracy &amp; a champion of equality, the beloved Madiba on Nelson Mandela Day."
20150720	"| Will inaugurate Indian Labour Conference shortly. Join Live http://t.co/jzzDvIvnyr| Talked about importance of 'dignity of labour' at Indian Labour Conference and launched National Career Service Portal &amp; ESIC 2.0.| Talked about Centre's efforts towards welfare of workers &amp; emphasised on innovation that will benefit workers. http://t.co/Ta7Wi5OCi0| I'm glad that 4.67 crore workers now have portable PPF Account through Universal Account Number, which connects them to an online network.| It is with the combined efforts of labour unions, industry and the government that our economy will scale newer heights.| Released the Book 'Early Hindu Temples of Gujarat' by Shri Varun Maira today. http://t.co/c98VjzYN4a"
20150721	| Looking forward to share 'Mann Ki Baat' this Sunday. Share your inputs and ideas for the programme. https://t.co/76yGSzjVK1
20150722	"| Birthday wishes to a valued colleague, whom I've known &amp; worked with for years, @AnanthKumar_BJP. Praying for his long life &amp; good health.| Wishing the young &amp; industrious CM of Maharashtra, @Dev_Fadnavis on his birthday. May he always remain healthy &amp; lead a long life."
20150723	"| Remembering pillars of our freedom struggle, the brave Chandra Shekhar Azad &amp; the great Lokmanya Tilak on their birth anniversaries.| Speaker's Research Initiative is a wonderful initiative, which will greatly benefit MPs. My speech at its launch. http://t.co/gJAtNbXPII| We had an elaborate exchange of ideas &amp; suggestions on how to observe the 125th birth anniversary of Dr. Ambedkar during today's meeting.| I pointed out the need to raise global awareness on Dr. Ambedkar's contribution towards welfare of society &amp; humanity http://t.co/WBolVVseg7"
20150725	"| Birthday greetings to Smt. Harsimrat Kaur Badal ji. May Almighty bless her with wonderful health and a long life.| My congratulations to Rashtrapati ji as he completes 3 years in office. India has greatly benefited from his rich experience &amp; wisdom.| Spent a very satisfying day in Bihar. Launched development projects &amp; addressed a massive #ParivartanRally. http://t.co/f7dj1uNN8i| Deendayal Upadhyay Gram Jyoti Yojana doesn't only lighten people's homes with electricity, it opens many avenues of opportunity &amp; progress.| The rail projects inaugurated today will improve connectivity &amp; IIT Patna will cater to Bihar's development needs. http://t.co/dlhYMBKe0c| Eastern India must lead the way when it comes to 2nd green revolution. My speech at ICAR Foundation Day Celebrations. http://t.co/SYSQfZWCLE| Unimaginable fervour at #ParivartanRally. Direction of the wind is clear. People want progress not 'Jungle Raj.' http://t.co/SR3jve9CoP| Be it farmer welfare, creating jobs, 24/7 electricity, NDA seeks to bring a qualitative change in people's lives &amp; create a developed Bihar."
