date	tweets
20131021	"| ___ ____ _____ __ _____ ____ ______ __ _____ _____ __ _______ ____ ___  __, ___ ____ ______ __ _____ __ ______ ____ ___ | (1/2)…| ____ _____ __ _____ ____ ___ __ __ ______ ___ ___ ____ __ __ _____ ___ __ white paper ________ __ ___ __ ____ __ _______ ___ | (2/2)| Looking forward to being a part of Tribal Rghts &amp; Empowerment Programme in Navsari. Join LIVE http://t.co/hnqiK7Onqp| At Tribal Rights &amp; Empowerment Programme earlier today, land allotment letters were given to over 15,000 Adivasi sisters &amp; brothers.| Claims of over 60,000 tribals on 6.41 lakh acres land have been granted for cultivation http://t.co/aXKxhfWEGe| From giving cultivation rights to strengthening education, it's been our priority to integrate tribal communities in our development journey"
20131022	"| Your voice, your manifesto! Urging you to share ideas for 2014 BJP manifesto.Let us work together for a better India! http://t.co/Z3rX9gGXaS| Had a delightful interaction with a delegation of students from Nagaland earlier today http://t.co/roLEmEyImN"
20131023	"| Congratulation to Dr. Harsh Vardhan on being named BJP's CM candidate for upcoming Delhi Electionss. My best wishes @drharshvardhan| As Health Minister, his trend-setting polio eradication drive made Delhi polio-free &amp; now I am sure he will free Delhi from misgovernance.| Under the leadership of Dr. Harsh Vardhan and Shri Vijay Goyal, I am confident BJP will do great in the Delhi Vidhan Sabha Electionss.| RT @thekiranbedi: Seen a well functioning  BRT in Ahm!Can be a good example for other cities and learn from here!"
20131024	"| In Manna Dey, we have lost a legendary singer. His immortal voice will remain with us forever. May his soul rest in peace.| At India Chem Gujarat, spoke about need of research &amp; innovation that can take chemical industry to greater heights http://t.co/mGPHhRKAEz| Along with technology upgradation, we need to focus on value addition &amp; HRD. We should think of what we can do for the coming generations."
20131025	"| Addressed the Vijay Shankhnad Rally in Jhansi, the land of Rani Lakshmibai! Fortunate to get blessings of this historic land today.| In the name of packages, Congress fills its pockets. Poverty has become an instrument to entertain them. Do we want such a Government again?| It is time for UP to bid farewell to the selfish politics of Congress, SP &amp; BSP &amp; only then development can come to the state.| The Congress &amp; Govt in Delhi are behaving as news agencies. Their responsibility ends on giving us news. http://t.co/n4QWhDJBFK| You gave Congress 60 years. I urge all to give BJP only 60 months &amp; we will change India's future with development! http://t.co/n4QWhDJBFK| Glad to see the enthusiasm on social media for the rally. Sharing some posts by netizens http://t.co/68VQ1YB2du"
20131026	"| Looking forward to join BJP Janjaati Morcha Sammelan in Udaipur, Rajasthan. Watch LIVE http://t.co/hnqiK7Onqp| Addressed Janjaati Morcha Sammelan in Udaipur, the land of the brave Maharana Pratap.People's enthusiasm was touching http://t.co/SuZc46wsCA| Patriotism of our tribal communities has been inspiring us since time immemorial. I thank them for coming in large numbers today.| As CM, Vasundhara ji was always concerned about farmers. When she was CM the electricity situation was good. Now there is darkness!| Congress is interested in 2G &amp; coal. Issues like price rise don't concern them. They don't want to solve anything because of their arrogance| Onions are produced mostly in Congress ruled states, then why is its price rising? Why don't they answer? http://t.co/SuZc46wsCA| Can Rajasthan trust a Government that isn't trusted by the Governor, Courts &amp; NHRC, Minorities Commission &amp; even Congress' own Shahzaada?| After today's wonderful rally at Udaipur's Gandhi Maidan, looking forward to join #HunkaarRally at Patna's Gandhi Maidan tomorrow @Bihar_BJP"
20131027	"| Blasts in Patna are deeply saddening &amp; unfortunate. Condolence with families of deceased &amp; prayers with injured. I appeal for peace &amp; calm.| Today's blasts in Patna were shocking &amp; can rattle any person. I salute the people of Bihar for their patience &amp; bravery today.| In the midst of all that was happening, people remained determined &amp; calm.This is unprecedented &amp; a fitting answer to anti-national elements| People's blessings are the strongest Suraksha Kavach. Till these blessings are there this journey of awakening the nation will continue.| I once again salute my sisters &amp; brothers of Bihar and appeal for peace and Sadbhavana."
20131029	"| Divya Bhaskar has clarified on a statement about Sardar Patel's funeral wrongly attributed to me. I thank them for it.| Attended the inauguration of National Memorial on Sardar Patel. The memorial will keep Sardar Patel's life &amp; values alive!| We sought time from PM to discuss crucial issues of Gujarat including Narmada Dam height, farmer issues &amp; floods but our request was denied.| Unfortunately, PM refused to give time to discuss Gujarat's key issues but preferred to visit Rajiv Gandhi Bhawan, the State Congress office| Had a very fruitful interaction with the members of the 14th Finance Commission earlier today. Sharing highlights http://t.co/lah0zwTTm8"
20131030	"| The bus fire mishap in Andhra Pradesh is unfortunate. My Condolence to the families of the deceased &amp; prayers for those injured.| Tomorrow is the birth anniversary of Sardar Patel, the Architect of Modern India. My blog on the special occasion http://t.co/2IeojJGctk| Met Sri Sri Ravi Shankar ji in Gandhinagar today @SriSriSpeaks http://t.co/aGmjAHVU8T| RT @TOIBlogs: Remembering Sardar Patel on his birth anniversary http://t.co/wn7GrKJt60"
20131031	"| At the foundation stone laying ceremony of 'Statue of Unity' with Advani ji. Watch LIVE http://t.co/hnqiK7Onqp| Foundation stone for Statue of Unity was laid on Sardar Patel Jayanti today. It was a very special moment http://t.co/e82ZoCe26h| Statue of Unity aspires to be a link between our history &amp; future. It will be an inspiration &amp; tourist attraction,drawing the world to India| There are several people who have shared their ideas, thoughts &amp; suggestions for Statue of Unity. I thank them for their contribution.| The other day, PM said a very correct thing- Sardar Patel was secular. Nation needs secularism of Sardar Patel, not votebank secularism.| India's specialty is unity in diversity. The Statue of Unity will showcase India's message of unity to the World http://t.co/e82ZoCe26h"
20131101	"| Received sad news of the accident of CM security staff. 2 members of the team lost their lives. Condolence to their families.| 6 members will join the Council of Ministers today. You can watch the ceremony LIVE http://t.co/hnqiK7Onqp| Happy Dhanteras! Best wishes to everyone on the auspicious day. May all be blessed with the best of health, wealth &amp; prosperity.| Thanks to people of Pune for a warm welcome! Will join inauguration of Deenanath Mangeshkar Super Speciality Hospital http://t.co/hnqiK7Onqp| It was wonderful to be at inauguration of Deenanath Mangeshkar hospital in Pune. Congratulation to the Mangeshkar family for their efforts.| Through health sector we can make a global impact. Our doctors are doing well abroad &amp; we can fulfil global demand for skilled manpower too.| I talked about how Guj's efforts in bringing down air pollution &amp; reducing fluoride content in water made a difference in people's health.| We need to focus on taking healthcare to the poor. Health insurance is alright but our poor need health assurance http://t.co/RKvFbMeeHX"
20131102	"| Tributes to Dr.Padmanabha Palpu on his 150th birth anniversary. His contributions as a social reformer in Kerala will be remembered forever.| Met family of Shaheed Raj Narain Singh in Gaurichak. Proud to know that his 2 sons are serving in the Army!| In Kaimur, met the wife &amp; children of Shaheed Vikas Singh and offered my deepest Condolence to the family.| Spoke to wife of Shaheed Munna Srivastava on phone. We are all a part of one family &amp; stand by them in this hour of grief.| Spoke to Shankar, the son of Shaheed Bharat Rajak over telephone. People from his village shared a very touching anecdote.| Shaheed Bharat Rajak had a pet pigeon who would stay next to his bed. Bharat would not begin his day without feeding grain to the pigeon.| Pigeon refused to leave dead body of Bharat &amp; travelled with the body till the funeral. Even now the pigeon stays around Bharat's room.| Back from Bihar. Visited families of those deceased in Patna blasts &amp; spoke on phone with families I could not visit due to weather.| Assured the families that we are all one family &amp; that every BJP Karyakarta stands by them in this unfortunate hour http://t.co/Sv8Jxv9eak| Bond between Shaheed Bharat Rajak &amp; his pigeon was moving. It was a bond of purity, love &amp; immense devotion http://t.co/x87dRrlwqd| I assured wife of Shaheed Munna Srivastava that the sacrifice of her husband &amp; others will not go in vain http://t.co/ztNO1U1yZ7| I salute people of Bihar for the calm &amp; bravery they showed. They have given fitting reply to anti-national elements http://t.co/rs2lb3Uz5I"
20131103	"| _______ __ _______ __________ ! May the festival of lights illuminate our lives with joy, peace &amp; prosperity http://t.co/yculqxSLPg| Tomorrow, I look forward to meeting people in Gandhinagar &amp; Ahmedabad to celebrate Gujarati New Year http://t.co/OlNXO2sq00"
20131104	"| __ ____ __ ____ __________ ! __ ____ __ __ ____ ___, _____, _______ __ ________ __ | __ __ __ _________ __ _______ ______ __ ____ __ ______|| Visited Panchdev Temple and met people in Gandhinagar &amp; exchanged New Year greetings. Sharing photos http://t.co/3cwn2gBF2E| 'Today opinion polls, what next?' My take http://t.co/eM8ZbSl4Kv| RT @DeshGujarat: Today Opinion Polls, what next? Narendra Modi blogs http://t.co/MDcoxudByc| Another take on the proposal to ban opinion polls &amp; other issues by my colleague Shri Arun Jaitley ji  http://t.co/Ul3d54eXyf| Also sharing a column on the issue of defending our Democratic Freedoms http://t.co/MpEvMdKUJn"
20131105	| Greetings to everyone on the auspicious occasion of Bhai Dooj.| Best wishes to our scientists for the Mars Mission. It is a proud moment for the nation &amp; we all pray for the Mission's success.
20131106	| RIP Tarla Dalal. She lives on through the taste of her wonderful recipes. Condolence to her family.
20131107	"| Spent the day at Chhattisgarh meeting &amp; interacting with people in Jagdalpur, Kanker &amp; Dongargarh http://t.co/GG5DMIF8sc| In Chhattisgarh, recalled Atal ji &amp; his vision for development of tribal communities that ensured the creation of Chhattisgarh 13 years ago.| For Congress leaders, Chhattisgarh's tribal areas were picnic spots. They would come there occasionally but never bothered about the people.| Be it providing food to poor, skill development &amp; setting up medical colleges in remote areas, Dr. Raman Singh's work has been commendable.| Congress never did what it promised &amp; it never told people what scams it did. People won't accept their lies anymore http://t.co/GG5DMIF8sc| Urged people to choose politics of development again which can continue Chhattisgarh's development at a faster pace http://t.co/GG5DMIF8sc"
20131108	"| Best wishes to Advani ji on his birthday. He is always an inspiration for us. Leaving for his residence to wish him.| Happy birthday Advani ji! http://t.co/vfRCwXHaqr| Greetings on Chhath Puja. On the auspicious occasion, prayers to Sun God to shower blessings of health, peace &amp; progress on everyone.| Addressed Vijay Shankhnad Rally in Bahraich. Thankful to people for their warm affection &amp; support http://t.co/2aRASfQxFX| Rajnath Singh ji spoke about flawed economic policies of the UPA and how prices rise whenever Congress comes to power. @BJPRajnathSingh| Instead of asking for UP's development, SP &amp; BSP seek Centre's help in CBI cases &amp; protect UPA to save themselves.| Due to BJP's rising popularity, Congress &amp; their allies are turning to votebank &amp; anti-democratic politics http://t.co/AuFfKluzHK| Congress, SP &amp; BSP- their names are different but their DNA &amp; character is same. Never think they are separate. http://t.co/AuFfKluzHK| The political weather is changing from Kashmir to Kanyakumari. People won't accept Congress &amp; its allies in the 21st Century."
20131109	| Addressed BJP Karyakartas across 6 Lok Sabha seats of Gujarat via video conference as a part of Vijay Vishwaas Sneh Sammelan.| Sardar Patel's message of unity must keep echoing in our country. Statue of Unity is an effort to spread that message http://t.co/JCYAWPptGc| Urged Karyakartas to join Run for Unity in large numbers as a tribute to Sardar Patel on his Punya Tithi on 15th December.| Appealed for Vijay-Vrati Karyakartas from every place who will work full time for coming 200 days with the mission of Victory!
20131110	"| Will join inauguration of Reliable Multi Speciality Hospital in Kheda district. Watch http://t.co/hnqiK7Onqp| Offered prayers at Ambaji Temple earlier today. Sharing some pictures http://t.co/YXBsqaYOPg| Interacted with farmers while dedicating new building of Banaskantha Central Co-operative Bank in Deesa earlier today http://t.co/e2hVV9NDoH| Also inaugurated Reliable Multi Speciality Hospital in Kheda. Congratulation to the management for the noble efforts http://t.co/2FGbQgqkOK| Due to efforts of our Karyakartas, today BJP has become a focal point of national politics. Addressed Sneh Sammelan http://t.co/xT38i9451L| Dividing nation, losing territory &amp; forgetting heroes of freedom struggle..Who changed India's history &amp; geography? http://t.co/JN9y0Ru3oH"
20131111	"| Phase 1 of Chhattisgarh polls underway. Urging voters in constituencies where polling is on to turnout in large numbers &amp; cast their vote.| Tributes to 2 great sons of India, Maulana Azad &amp; Acharya JB Kripalani on their birth anniversary. My blog http://t.co/hj0f6KCGR7| Scholar &amp; freedom fighter, Maulana Azad left a mark during the freedom struggle &amp; served as India's 1st Education Minister. Tributes to him.| Acharya JB Kripalani will be remembered as a distinguished leader &amp; social worker who devoted his entire lifetime in service of the nation.| Congratulation to Heena Sidhu for the Gold Medal at ISSF World Cup Finals in Munich. We are all proud of her historic achievement.| Shall address Vijay Vishwas Sneh Sammelan across 6 Lok Sabha constituencies of Gujarat via video conference. Join http://t.co/hnqiK7Onqp| Honoured renowned classical music artists with Pandit Omkarnath Thakur samman &amp; Tanariri samman awards earlier today http://t.co/Xb7BWt7YKX| Honoured Pandit Jasraj with Pandit Omkarnath Thakur Samman for the year 2012 &amp; to Pandit Rajan &amp; Sajan Mishra for the year 2013.| Presented Tanariri Awards to Kishori Amonkar for the year 2012 &amp; Begum Parveen Sultana for the year 2013.| Spoke to Karyakartas of six Lok Sabha Constituencies of Gujarat as part of Sneh Sammelan through video conference.| People are seeing the BJP as a ray of hope and we have to devote ourselves to fulfilling people's aspirations http://t.co/Xx9PYvxt07"
20131112	"| Gujarat's Tanariri Festival celebrates the uniqueness of the Indian classical music. My blog http://t.co/34FDNBZbVR| 2014 Elections isn't about who will win or lose but about freeing the Nation from clutches of misgovernance &amp; giving Surajya to the people!| We are here for Rashtrakaran, not Rajkaran. Addressed Karyakartas as part of Sneh Sammelan via video conference http://t.co/8SZzjKhjU7"
20131113	| Shri Deenanath Mishra will be remembered for his immense contribution to BJP. Had spoken to him a few days ago. Saddened by his demise. RIP.| Discussed a wide range of issues with a delegation from Afghanistan which included 17 District Governors http://t.co/x8NIjCdvZy| It was wonderful interacting with Party Karyakartas during Sneh Milan today. The enthusiasm of our Karyakartas is truly gladdening.| Interacted with friends in the media over lunch in Gandhinagar earlier today http://t.co/OIEBXw74qS
20131114	"| I join the nation in remembering our 1st Prime Minister Pandit Jawaharlal Nehru on his birth anniversary.| Best of luck @sachin_rt for your final match. You are India's pride &amp; will always be an inspiration for our youth! #ThankYouSachin| Looking forward to meeting &amp; interacting with people of Chhattisgarh today through several public meetings.Watch LIVE http://t.co/hnqiK7Onqp| Spent the day in Chhattisgarh &amp; joined several public meetings. The direction of the wind across the State is clear &amp; it is for BJP!| Congress can't win Electionss by using CBI, hiding CM candidates or using deplorable comments. Development is the only mantra that can work.| Congress does not believe in any form of democracy. It changes Naam, Nishan, Naara but Niyat has not changed. http://t.co/0JDkkGRH7y| Overcoming all challenges, Chhattisgarh has scaled new heights under Raman Singh Ji &amp; we are sure BJP will come to power for the 3rd time!| Tomorrow also I will join 4 public meetings across Chhattisgarh &amp; interact with people  http://t.co/j60JwPFQCh"
20131115	"| We remember the freedom fighter, social reformer, Gandhian &amp; architect of the Bhoodan Movement, Acharya Vinoba Bhave on his Punya Tithi.| Addressed 4 rallies in Chhattisgarh today. People's appreciation for Dr. Raman Singh's work clearly indicates which way the wind is blowing.| On one side there is the pride, honour &amp; development of Chhattisgarh while there is betrayal on the other side http://t.co/LPrpaBogkK| A Congress leader says if you vote for Lotus you will get current. I urged people to vote for Lotus so that entire Congress gets a current!| Shahzada says we need to change the system. Who created it? It was your party &amp; family that ruled India for 60 years &amp; you talk of systems!| Everywhere I asked the people of Chhattisgarh if Congress can be trusted &amp; the answer I got was a resounding NO http://t.co/LPrpaBogkK"
20131116	"| Will join inauguration of TCS IT Park in Gandhinagar http://t.co/hnqiK7Onqp| Inaugurated TCS IT Park. This IT Park will go a long way in making Guj a vibrant IT hub, drawing expertise &amp; talent from all over the world.| During the inauguration, I got the incredible news of India's win against West Indies. Congrats to Team India for the stellar performance.| Thank you @sachin_rt for giving us countless memories on the field. Words will never describe what you mean for India &amp; sports lovers.| Caught some moments of Sachin Tendulkar's speech at Wankhede Stadium. It was truly stirring. Wishing the Master Blaster the very best!| Bharat Ratna for Sachin Tendulkar is a fitting tribute for his contribution to sports. My Congratulation to him. @sachin_rt| Congratulation to eminent scientist Professor CNR Rao on being conferred with the Bharat Ratna.| Met the German Ambassador to India in Gandhinagar today http://t.co/IP9lIrMFNC| At the inauguration of TCS's IT park, I talked about how IT can play a major role in improving the life of the common man &amp; woman.| In Guj, embracing IT brought a qualitative change in service delivery, grievance redressal &amp; enhanced transparency http://t.co/nHDZdGxWLd| RT @TCS_News: Gujarat Chief Minister @narendramodi inaugurates state-of-the-art 10,000-seat TCS Garima Park campus in Gandhinagar. http://t…"
20131117	"| Remembering the great Balasaheb Thackeray on his 1st Punya Thithi. He lives on in the hearts of the countless people he inspired.| Today, years ago we lost one of India's greatest freedom fighters Lala Lajpat Rai, who tirelessly fought for Swaraj. Tributes to him.| Gurpurab greetings to all. May the teachings of Guru Nanak continue to inspire us to be righteous and compassionate.| Thank you Bangalore for the affection during Bharatha Gellisi. I was told that this rally was historic in Karnataka's political history.| Recalled Atal ji's vision for IT sector that enabled Bengaluru &amp; India's youth to be the pride of the world http://t.co/gSQGr8hfxG| India's 2 strengths are our vibrant democracy &amp; our youth. Sadly, Congress believes in stifling democracy &amp; sees our youth merely as voters.| UPA is ruling from ivory towers. They are indoor players whose priorities are votebank politics for political gains http://t.co/gSQGr8hfxG| When they say 'power is poison' they mean let one family keep tasting it &amp; let the rest of India remain subservient to them!| Enjoyed attending BIGMAS Sanskritik Mahotsav in Ahmedabad. It is a unique endeavour that showcases the strong bond between Bihar &amp; Gujarat.| Met friends from Bihari community at BIGMAS programme. Shri @girirajsinghbjp came from Bihar &amp; spoke at the event http://t.co/9QvU5zDDwA"
20131118	"| Will spend the day in Madhya Pradesh. Looking forward to joining 4 public meetings &amp; interacting with people http://t.co/MgiC9YMZCv| Spoke at 3 public meetings across MP. Thankful to the people for attending in large numbers. We will never let your affection go in vain. | Overcoming every obstacle including an unfriendly government in Delhi, Shivraj ji has developed MP &amp; taken it to great heights.| As political parties, we must go among the people &amp; tell them what we did for them. Shivraj ji is doing it but Congress has failed to do so.| Unable to rise above petty politics, Congress is stalling MP's progress as they feel BJP will get credit &amp; they will not come to power then.| PM says BJP lowered levels of politics but who lowered dignity of his office &amp; Cabinet system? It is the Congress party &amp; its leaders. | Shahzada calls us thieves. If anything, we have stolen the sleep of Congress, who are disturbed by Lotus' popularity http://t.co/8QHhb07CZh| Now heading to Bhopal where I will join a public meeting http://t.co/hnqiK7Onqp @ChouhanShivraj| A wonderful public meeting in Bhopal. People's enthusiasm was fantastic! Interacted with several party Karyakartas &amp; leaders.| Congress has a history of leaving promises unfulfilled. It plays games to remain in office or snatch the chair from others.| If Centre allows gates on Narmada Dam, MP can get more electricity but Centre refuses to do so &amp; Congress talks of MP's development!| 'Ganatantra' has become 'Ghartantra' for Congress. We need to bid goodbye to this culture &amp; make India 'Gunatantra' http://t.co/8QHhb07CZh"
20131119	"| Today is the 2nd phase of Chhattisgarh Assembly Electionss. Urging sisters &amp; brothers of Chhattisgarh to vote in large numbers.| In order to bring UPA's misgovernance to light, BJP invited people's inputs to prepare a comprehensive chargesheet against UPA.| Innumerable responses have come in. Request you to send more inputs for this chargesheet for Congress Mukt Bharat http://t.co/TTL2ZRpW3A| Remembering the brave Rani Lakshmibai on her birth anniversary. Her courage &amp; fighting spirit continue to inspire generations.| Looking forward to joining public meetings across Rajasthan today http://t.co/bdGTXTCYUc| Saw great vigour &amp; vibrancy among people of Rajasthan during the public meetings I addressed today. Change is coming in the state!| Rajasthan needs a Government that works for 60 months, not one that is in slumber for 55 months, forgetting promises it made to the people.| Rajasthan CM keeps talking about Gujarat but Electionss are going to be held in Rajasthan. Should he not talk about his work for the state?| Praise of 'distinguished' work of Rajasthan government include rebukes from High Court, Supreme Court &amp; the State Governor.| Rajasthan tops list in atrocities towards tribal communities. There have been over 40 instances of communal violence. Law &amp; order is absent.| ________ __ __________ 3 ___ __ ____ __I __ ___ __ ____ ___, ___ __ __ ____ ___;___ ___ ____ ___, ___ ___ __ ____ ___ http://t.co/SEWLUuGdTO| Urged people to make BJP victorious &amp; take Rajasthan to greater heights under Vasundhara ji http://t.co/SEWLUuGdTO @VasundharaBJP"
20131120	"| Great being in MP today. Joined 4 public meetings. Urged people to vote for BJP's performance over failed promises &amp; corruption of Congress.| These Electionss are between development agenda &amp; votebank politics. People are angry with Congress &amp; want to punish it.| Congress keeps mocking the poor. For us poor are manifestation of God. A person may be born poor but we must work to ensure no one dies poor| Congress makes grand promises in poll bound states but why can't they implement the same promises in states they govern? Why mislead people?| Wherever BJP has formed Governments, we have worked for tribal communities. I congratulate @ChouhanShivraj for his work in this field.| People of MP consider @ChouhanShivraj a part of their family. He &amp; lakhs of our Karyakartas are devoted to serving MP http://t.co/alFRSgUcTC"
20131121	"| Spoke at rallies in Agra &amp; Gwalior. I am grateful to the people for joining in large numbers http://t.co/C4UIlRXvYR| In Agra, I said that BJP is driven by the principle of integration &amp; would bring development that would touch every section of society.| Congress' only interest is votebank politics &amp; SP, BSP have learnt this from them. They are actively competing on votebank politics.| Congress is too thick skinned to be bothered about rampant corruption. They do not see people as strength but as being in their pockets.| Agra has Yamuna river but people don't get clean water to drink! Those in Lucknow are not bothered about citizens http://t.co/Y3dMCzt9vD| The enthusiasm I am seeing in MP is even more than last Electionss. After touring MP, I can say there is BJP wave across the state!| BJP has shown what Sushasan &amp; Surajya are. We have shown that a Government can be for the poor &amp; make them stand on their own feet.| MP Government has given the poor both strength &amp; opportunity. I congratulate @ChouhanShivraj &amp; his team for this http://t.co/SVbEs86bVE| Instead of misquoting Atal ji, shouldn't PM speak about Congress VP's statement on his Government &amp; how it lowered dignity of PM's office?"
20131122	"| Our young sportspersons make us proud! Congrats to Maana Patel for breaking 200m &amp; 100m backstroke records at National Aquatic Championship.| Congrats to Pruthviraj Ayachi &amp; Harshal Patel for their wonderful performance at All India Shooting Championship! http://t.co/qPujCkqqZO| Will address a rally in Indore this evening. Will join 3 more public meetings across Madhya Pradesh as well  http://t.co/iWSHgC9TAJ| Looking forward to joining the rally in Indore. Watch http://t.co/hnqiK7Onqp| The affection of the people of MP is extremely gladdening. I addressed 4 rallies across the state today.| Asked people to remember Congress rule in MP- there was no electricity, agriculture was not growing. This has changed under Shivraj ji.| A 'Gyaani' UPA Minister says prices are rising because poor are now eating 2 sabzis. Is this what they think of the poor? Why such mockery!| Centre is moving slowly on skill development. Their skill lies in forming committees on the issue rather than focussing on the issue itself.| Urged people to start voting early, vote for the Lotus &amp; give BJP a chance to serve them once again http://t.co/oUKLccMaJz| Tomorrow I will address rallies in Mandsaur, Ujjain &amp; Delhi http://t.co/pajaqOuiej @ChouhanShivraj @drharshvardhan| Many friends are asking about my campaign schedule. Sharing schedule for the coming 3 days http://t.co/pajaqOuiej"
20131123	"| RT @drharshvardhan: Join for Public Meeting in Dwarka today 23rd Nov. Shri Narendra Modiji @narendramodi will speak on this occasion. #bjp4…| RT @DesignartPankaj: @narendramodi Appeal Ppl Vote for BJP 25th Nov.
http://t.co/9q49GsydTK
@narendramodi @PathanAsmakhan @malhotraahswini …| Shri @ChouhanShivraj appeals to the people to vote for BJP in upcoming Madhya Pradesh Assembly Electionss http://t.co/uuvqK8gPIU| Addressed my final rally for MP Assembly Electionss in the ancient city of Ujjain. Spoke at Mandsaur earlier today http://t.co/bBTeahwMih| I can see the spirit of 1977 Electionss wherever I campaign in Chhattisgarh, MP &amp; Rajasthan. The enthusiasm among the people is phenomenal.| These Electionss are not only to elect your MLA. They will determine MP's future! Support BJP &amp; continue MP's progress http://t.co/bBTeahwMih| Going to Delhi, where I look forward to interacting with people at a rally in Dwarka http://t.co/hnqiK7Onqp #BJP4Delhi| Wonderful being at the rally in Delhi. Thankful to friends who joined live http://t.co/gT1UlyWoZT| Electionss in our national capital are very important. Urged people to support BJP so that Delhi gets the governance it deserves.| They think India is a beehive. For us, India is our Mother. For them poverty is a joke but it causes pain &amp; anguish in our hearts.| Congress believes in Vanshvaad &amp; saving their chairs. We are guided by Rashtravaad &amp; work towards saving the nation http://t.co/aX4nRrFz7h| Dr. Harsh Vardhan called for uprooting the Congress, which has misled the people of Delhi for 15 years with empty promises @drharshvardhan| Dr. Harsh Vardhan assured the people of Delhi that the BJP would provide an honest government that Delhi will be proud of! @drharshvardhan"
20131124	"| Tributes to Guru Teg Bahadur ji on his martyrdom day. His courage &amp; sacrifice continues to inspire us.| Addressed 4 public meetings across Rajasthan. Urged people to support BJP &amp; make Vasundhara ji the CM. @VasundharaBJP| In Banswara, spoke on Congress' apathy towards tribals. For years they never thought of creating a different ministry for their welfare.| It was Atal ji who created a separate ministry for Tribal welfare, allotted separate budget &amp; put systems in place http://t.co/Xfpgl0nmEC| In Kota, I highlighted the Centre's lack of vision for skill development. This is hampering the future of our youngsters.| Wherever I went, I saw that people are troubled by rising prices. Sadly, no top Congress leader is saying anything assuring on the issue.| Congress must tell people of Rajasthan what they have done for them in 5 years, not make allegations against others http://t.co/Xfpgl0nmEC"
20131125	"| RT @ChouhanShivraj: My heartiest wishes to every member of my family of MP on the day of celebrating democracy. Do vote. bring others to vo…| Urging people of Madhya Pradesh &amp; Mizoram to turnout in large numbers &amp; cast their vote in the Assembly Electionss today.| In Rajasthan today. Addressed a public meeting in Khetri. Thankful to people who joined. | Khetri was a very important place in Swami Vivekananda's life. He came to Khetri as Narendra but left it as Vivekananda.| In Khetri I spent some time at the place where Swami Vivekananda stayed. It was really wonderful being there. Felt blessed.| Sharing photos of my visit to Vivekananda Smriti Mandir, where Swami ji stayed in Khetri in Rajasthan http://t.co/N6GUS30t3G| Be it agriculture, manufacturing &amp; services sector, the work of the Rajasthan Government has been extremely poor in the last 5 years.| Rajasthan made a mark as a popular tourist destination under Vasundhara ji. In the last 5 years, tourism has suffered @VasundharaBJP| Urged people of Rajasthan to uproot Congress in every part of the state &amp; make BJP win in every polling booth http://t.co/5uZ3o0OIUN"
20131126	"| I join my fellow countrymen in remembering all those who lost their lives in the cowardly terror attacks in Mumbai on 26th November 2008.| Due to 26/11 attacks we lost our heroes who put duty before self, who sacrificed themselves for the nation. Salute to them!| 26/11 is a grim reminder of the security threat India faces. Best tribute to the victims is to ensure that such attacks never happen again.| Centre's failure to bring the real perpetrators of 26/11 to justice is disappointing. It is high time Centre acts decisively.| Let us assure families of the victims that sacrifice of their near ones will not go in vain. Time to work towards a stronger &amp; safer India.| Met a delegation from Italy led by the Italian Ambassador to India http://t.co/lwIRGyeNs1"
20131127	"| Read former Union Home Secretary Ram Pradhan ji's interview to The Hindu. His revelations on 26/11 are shocking but not unexpected.| ""Maharashtra Home Minister said our report has been implemented fully. My comment would be that it's not a correct statement""-Ram Pradhan ji| ""...Central agencies did not cooperate for their own reasons...no input from Central agencies despite our repeated requests"" -Ram Pradhan ji| ""Told Home Minister on local mole...suggested matter be pursued..don't know what happened to that."" Will UPA explain? http://t.co/NV5YfZeVyJ"
20131128	| Campaigned in Rajasthan today. Addressed 4 public meetings. In Sikar I paid tributes to the proud son of Sikar Shri Bhairon Singh Shekhawat.| Madam asks where was Rajasthan's Opposition for 5 years. The Opposition &amp; the people were trying to locate the Government with a microscope!| Congress does not want to answer people of Rajasthan but people will give a befitting answer for Congress' misdeeds http://t.co/QKCz0U8MO6
20131129	"| Vikas mantra has woken up Rae Bareli! Good to see development agenda take precedence over everything else http://t.co/jbvcMvjhXb| Going to Rajasthan. Will join public meetings in Sumerpur, Pokhran and Jodhpur.| Concluded campaign for Rajasthan Assembly Electionss with a huge public meeting in Jodhpur. Rajasthan is all set to usher in change!| I asked people in Jodhpur if they believed claims by Congress leaders that Rajasthan scaled new heights of development. They all said NO.| At a rally in Pokhran, recalled Atal ji's courage in conducting nuclear tests &amp; showing India's strength in front of the world.| Congress leaders say land of poor being snatched but who took land from poor of Jaisalmer? Why not return every inch of that land first?| Development is possible but the Congress is not interested to look beyond votebank politics! http://t.co/hEZj2JPyYV| “____ _____ ___ _____”... __ _____ __ ___ ________ __ ____ _____ __ _____ __ _____ __ ____ ___ ____ _____ ___ http://t.co/hEZj2JPyYV"
